number1,number2,length1,length2
94,429582,2,6
77,287166,2,6
62,441186,2,6
14,624136,2,6
80,894065,2,6
28,948322,2,6
61,827715,2,6
66,307820,2,6
91,508439,2,6
95,752678,2,6
82,782887,2,6
73,985647,2,6
58,676288,2,6
17,180955,2,6
68,785919,2,6
48,488476,2,6
22,734660,2,6
75,969139,2,6
87,279429,2,6
26,936936,2,6
42,506541,2,6
30,283086,2,6
49,737282,2,6
31,579610,2,6
57,563678,2,6
48,327282,2,6
37,507316,2,6
10,801651,2,6
77,789538,2,6
89,567818,2,6
60,306947,2,6
20,239603,2,6
66,243958,2,6
21,210335,2,6
46,994702,2,6
56,210786,2,6
36,1446620,2,7
25,3462432,2,7
62,2267325,2,7
19,7859887,2,7
49,6161773,2,7
41,6064005,2,7
68,2615275,2,7
67,7157726,2,7
61,6187230,2,7
77,7918618,2,7
23,6171444,2,7
52,2486093,2,7
58,7161234,2,7
39,6950105,2,7
28,9017781,2,7
22,9683002,2,7
87,3371696,2,7
47,1855751,2,7
33,6262140,2,7
72,9317017,2,7
79,1764081,2,7
25,6979266,2,7
36,4407928,2,7
93,6767951,2,7
55,2666965,2,7
87,5042350,2,7
26,8271687,2,7
96,8951186,2,7
90,6699292,2,7
35,7023200,2,7
21,3965763,2,7
12,2562950,2,7
48,7163490,2,7
56,7503383,2,7
75,7861421,2,7
99,7934519,2,7
99,2865232,2,7
25,3874812,2,7
51,7795629,2,7
40,7137632,2,7
92,1878093,2,7
58,4922546,2,7
83,4163083,2,7
85,2657316,2,7
78,9049720,2,7
62,8845530,2,7
45,4203746,2,7
25,9737262,2,7
85,7462049,2,7
28,2718892,2,7
46,8207868,2,7
69,4270270,2,7
20,1669502,2,7
63,3786881,2,7
48,5842324,2,7
31,2912858,2,7
28,8741997,2,7
55,4065865,2,7
67,4274375,2,7
43,2951858,2,7
14,6218864,2,7
97,7667835,2,7
86,8884081,2,7
97,3890167,2,7
15,5282320,2,7
97,4762831,2,7
80,3468895,2,7
33,4954138,2,7
68,5734439,2,7
100,8826574,2,7
81,4244352,2,7
14,2986418,2,7
11,2749806,2,7
47,4382777,2,7
15,8747863,2,7
66,2644052,2,7
49,5462095,2,7
35,8630593,2,7
86,6665939,2,7
14,5781315,2,7
10,7906866,2,7
73,8721008,2,7
25,4325317,2,7
86,6103861,2,7
16,3161156,2,7
43,1045036,2,7
64,6617116,2,7
40,7068166,2,7
47,5923576,2,7
12,7881649,2,7
48,8222103,2,7
80,7600439,2,7
52,1346392,2,7
23,7707216,2,7
55,7505923,2,7
32,1138554,2,7
37,3132520,2,7
92,3537560,2,7
92,8757126,2,7
44,1014258,2,7
31,44529995,2,8
14,53812224,2,8
10,14505926,2,8
62,67424463,2,8
11,87108872,2,8
94,20149982,2,8
56,40207490,2,8
92,46271895,2,8
60,93280910,2,8
23,98634635,2,8
83,20861748,2,8
10,28769789,2,8
86,28199452,2,8
36,65167752,2,8
51,10486144,2,8
75,81224986,2,8
55,88814964,2,8
10,70178650,2,8
75,27427301,2,8
62,62102979,2,8
61,89716758,2,8
22,58608242,2,8
40,64230265,2,8
56,83001359,2,8
95,50461034,2,8
15,15374552,2,8
99,60980627,2,8
52,56062893,2,8
28,73309740,2,8
94,46266096,2,8
36,50346467,2,8
94,73122382,2,8
15,10805041,2,8
70,12405001,2,8
93,43971677,2,8
68,71551109,2,8
35,89949268,2,8
92,56603076,2,8
32,67110701,2,8
76,13544617,2,8
49,30914781,2,8
47,31533055,2,8
58,61256294,2,8
18,46342045,2,8
100,28493866,2,8
42,53713843,2,8
26,96743082,2,8
30,40887436,2,8
45,93561004,2,8
94,21422440,2,8
99,32339372,2,8
93,18519675,2,8
41,85567828,2,8
45,11898439,2,8
38,46847610,2,8
73,63693265,2,8
63,67962435,2,8
80,98038857,2,8
48,52810620,2,8
25,53602404,2,8
25,68060037,2,8
41,77928574,2,8
49,14861217,2,8
92,70219327,2,8
12,60337845,2,8
88,21820395,2,8
29,73206479,2,8
45,72327682,2,8
16,86081354,2,8
39,33450082,2,8
57,74054108,2,8
83,44119439,2,8
23,53359503,2,8
47,98228080,2,8
97,25356466,2,8
21,56773437,2,8
79,11985428,2,8
41,37445337,2,8
47,15243340,2,8
19,42095101,2,8
70,63072742,2,8
20,84057504,2,8
60,37467859,2,8
52,67384660,2,8
83,63190063,2,8
97,90728404,2,8
26,11032540,2,8
72,26385191,2,8
97,49776155,2,8
86,71481983,2,8
95,69741568,2,8
62,83421494,2,8
92,35848915,2,8
77,23960756,2,8
100,29185796,2,8
67,29635495,2,8
98,11082865,2,8
14,35707158,2,8
96,75976130,2,8
15,35000349,2,8
94,874423749,2,9
30,675459201,2,9
77,247261986,2,9
94,322707531,2,9
30,301339505,2,9
77,184939416,2,9
62,994333441,2,9
29,551737547,2,9
77,934847748,2,9
18,307824325,2,9
53,183311124,2,9
94,479243560,2,9
98,466014395,2,9
13,656214843,2,9
65,527498528,2,9
84,760282438,2,9
41,146209739,2,9
12,962070292,2,9
59,661455652,2,9
46,199287008,2,9
100,875323331,2,9
56,275129761,2,9
29,511986832,2,9
51,898371554,2,9
56,778547467,2,9
30,936401560,2,9
70,820251679,2,9
42,506651538,2,9
50,477244550,2,9
68,485873414,2,9
53,343789310,2,9
72,101014681,2,9
11,459210919,2,9
34,411556307,2,9
48,650874797,2,9
66,631449038,2,9
61,148567922,2,9
65,408181077,2,9
28,652853209,2,9
54,449372032,2,9
15,181746262,2,9
65,646015389,2,9
32,322876598,2,9
62,297930693,2,9
66,642747198,2,9
43,635718693,2,9
87,826923579,2,9
74,816190908,2,9
99,811211679,2,9
37,756101901,2,9
100,969426516,2,9
10,241519552,2,9
45,907857974,2,9
16,337412137,2,9
66,463392829,2,9
12,163276068,2,9
36,414375550,2,9
49,293197571,2,9
78,286113023,2,9
97,950806964,2,9
49,727262539,2,9
60,735274523,2,9
100,183228529,2,9
29,616429699,2,9
32,763800419,2,9
53,647449051,2,9
77,815060698,2,9
21,550828289,2,9
68,169174569,2,9
31,296343407,2,9
70,384422613,2,9
14,339859798,2,9
64,950786213,2,9
83,859418134,2,9
79,181393907,2,9
82,594030455,2,9
93,191216745,2,9
81,218021792,2,9
44,376634562,2,9
90,847237160,2,9
37,201179480,2,9
82,164705653,2,9
100,163374694,2,9
95,116628285,2,9
43,103824272,2,9
47,708110855,2,9
72,419571252,2,9
78,362824888,2,9
29,535863145,2,9
94,604546221,2,9
97,182266403,2,9
58,856551517,2,9
31,598644277,2,9
50,304861694,2,9
38,279277531,2,9
34,522304096,2,9
91,995937708,2,9
85,950598628,2,9
90,903767834,2,9
53,800708577,2,9
25,7907933445,2,10
99,2245865942,2,10
96,5881627444,2,10
85,4555511185,2,10
26,5014215828,2,10
88,6570725311,2,10
91,2400333011,2,10
69,4026556565,2,10
38,9469077112,2,10
50,2480179239,2,10
19,3208986598,2,10
80,5899437635,2,10
29,3681819631,2,10
11,6566109527,2,10
14,6197923425,2,10
24,2747195972,2,10
94,3707531263,2,10
41,6952328504,2,10
63,1135671501,2,10
69,5816112858,2,10
22,8922013382,2,10
98,6101732205,2,10
55,3320607520,2,10
96,1166434092,2,10
24,5552658297,2,10
27,5160968285,2,10
51,6326721936,2,10
34,9500954868,2,10
64,2634282844,2,10
21,7870951090,2,10
84,2853732398,2,10
53,8755994889,2,10
19,4918719029,2,10
33,5946900379,2,10
71,9417419829,2,10
11,1322388927,2,10
13,8312053625,2,10
35,4770276766,2,10
85,8544404077,2,10
41,9627250989,2,10
39,1141256564,2,10
40,2798598778,2,10
50,9657939032,2,10
48,3699975660,2,10
25,1649143274,2,10
42,3265050938,2,10
87,6974976162,2,10
67,3582057392,2,10
75,8112009094,2,10
67,3462337181,2,10
21,9009141803,2,10
59,3592037817,2,10
82,9855975698,2,10
61,7820101478,2,10
54,2433621441,2,10
100,5225337064,2,10
57,1260467141,2,10
10,8445158321,2,10
99,1489226195,2,10
23,8302355884,2,10
62,8608089773,2,10
63,1578500824,2,10
69,9375682897,2,10
49,4206773741,2,10
27,1787704523,2,10
33,6817918396,2,10
25,8570089558,2,10
79,7435937654,2,10
88,3060255732,2,10
20,5707516173,2,10
17,9792857326,2,10
65,2009031593,2,10
82,3159330321,2,10
19,1199446439,2,10
82,4012994581,2,10
98,5640934224,2,10
15,4267543921,2,10
12,6914952961,2,10
80,8557531656,2,10
51,3177704547,2,10
32,5213467139,2,10
20,7747020670,2,10
85,3667002241,2,10
95,7145796511,2,10
59,8359771246,2,10
61,7973961623,2,10
40,8352647671,2,10
85,8916324710,2,10
81,5850607687,2,10
76,3769772331,2,10
49,7294406695,2,10
28,2635571727,2,10
64,8184324665,2,10
17,8325981004,2,10
53,3512392057,2,10
93,5435415246,2,10
83,1713736281,2,10
32,4612870632,2,10
13,4544844992,2,10
10,3154858903,2,10
513,4,3,1
851,8,3,1
422,7,3,1
807,4,3,1
428,9,3,1
903,7,3,1
908,10,3,1
302,8,3,1
887,1,3,1
459,9,3,1
179,2,3,1
204,3,3,1
732,10,3,1
552,7,3,1
771,2,3,1
730,4,3,1
595,3,3,1
656,6,3,1
508,4,3,1
283,4,3,1
147,8,3,1
893,9,3,1
476,5,3,1
957,3,3,1
465,5,3,1
474,6,3,1
456,10,3,1
278,1,3,1
732,4,3,1
242,5,3,1
688,8,3,1
430,8,3,1
685,6,3,1
243,3,3,1
974,7,3,1
798,2,3,1
630,6,3,1
406,5,3,1
196,1,3,1
933,3,3,1
476,2,3,1
296,6,3,1
931,10,3,1
709,1,3,1
929,6,3,1
302,2,3,1
196,4,3,1
249,3,3,1
622,7,3,1
841,3,3,1
585,8,3,1
395,3,3,1
403,7,3,1
836,8,3,1
521,3,3,1
752,4,3,1
571,9,3,1
755,1,3,1
122,10,3,1
402,3,3,1
451,4,3,1
999,6,3,1
637,10,3,1
655,7,3,1
821,7,3,1
934,8,3,1
756,4,3,1
832,5,3,1
841,4,3,1
577,9,3,1
222,7,3,1
501,8,3,1
236,10,3,1
343,2,3,1
561,6,3,1
347,4,3,1
146,1,3,1
818,4,3,1
230,9,3,1
281,5,3,1
888,3,3,1
641,9,3,1
999,6,3,1
233,8,3,1
464,8,3,1
489,2,3,1
755,7,3,1
907,6,3,1
242,5,3,1
644,8,3,1
835,9,3,1
199,1,3,1
452,4,3,1
307,2,3,1
434,6,3,1
911,6,3,1
590,3,3,1
113,7,3,1
600,3,3,1
916,6,3,1
940,48,3,2
224,86,3,2
436,54,3,2
196,67,3,2
250,11,3,2
166,35,3,2
488,39,3,2
468,12,3,2
986,81,3,2
801,80,3,2
572,58,3,2
781,43,3,2
744,24,3,2
272,14,3,2
756,64,3,2
305,22,3,2
456,13,3,2
645,84,3,2
340,33,3,2
861,51,3,2
486,33,3,2
310,22,3,2
954,15,3,2
157,17,3,2
233,91,3,2
750,29,3,2
388,36,3,2
396,40,3,2
253,89,3,2
447,35,3,2
761,33,3,2
111,11,3,2
566,77,3,2
767,54,3,2
785,64,3,2
867,76,3,2
450,84,3,2
222,89,3,2
249,91,3,2
271,87,3,2
566,20,3,2
285,81,3,2
453,60,3,2
179,97,3,2
907,14,3,2
285,40,3,2
881,41,3,2
914,58,3,2
772,11,3,2
374,99,3,2
538,37,3,2
980,37,3,2
928,68,3,2
630,60,3,2
871,30,3,2
262,22,3,2
652,83,3,2
228,41,3,2
767,84,3,2
901,59,3,2
346,75,3,2
799,63,3,2
654,60,3,2
636,42,3,2
723,98,3,2
126,86,3,2
276,76,3,2
544,89,3,2
980,23,3,2
706,89,3,2
954,92,3,2
617,17,3,2
595,30,3,2
272,42,3,2
148,92,3,2
907,73,3,2
136,50,3,2
275,23,3,2
947,24,3,2
598,98,3,2
115,44,3,2
394,19,3,2
620,52,3,2
287,67,3,2
831,18,3,2
331,41,3,2
494,22,3,2
511,38,3,2
344,47,3,2
675,99,3,2
480,80,3,2
497,98,3,2
945,97,3,2
119,56,3,2
210,69,3,2
642,85,3,2
928,81,3,2
505,16,3,2
693,39,3,2
601,34,3,2
166,738,3,3
759,115,3,3
211,849,3,3
811,442,3,3
700,888,3,3
384,169,3,3
150,813,3,3
375,408,3,3
435,574,3,3
997,920,3,3
826,572,3,3
374,444,3,3
971,103,3,3
652,151,3,3
206,886,3,3
181,325,3,3
672,121,3,3
749,805,3,3
585,600,3,3
381,685,3,3
968,583,3,3
660,374,3,3
122,804,3,3
806,350,3,3
895,851,3,3
698,554,3,3
518,478,3,3
149,320,3,3
441,931,3,3
414,406,3,3
686,692,3,3
913,739,3,3
728,948,3,3
581,203,3,3
281,290,3,3
737,804,3,3
849,395,3,3
113,721,3,3
589,879,3,3
312,945,3,3
644,301,3,3
340,253,3,3
217,147,3,3
518,740,3,3
365,515,3,3
582,780,3,3
471,929,3,3
439,311,3,3
339,778,3,3
138,373,3,3
275,418,3,3
690,436,3,3
855,664,3,3
364,749,3,3
993,295,3,3
516,689,3,3
552,486,3,3
568,767,3,3
894,908,3,3
360,230,3,3
328,801,3,3
997,541,3,3
409,690,3,3
506,844,3,3
568,716,3,3
707,302,3,3
144,158,3,3
566,491,3,3
857,870,3,3
517,406,3,3
677,902,3,3
936,373,3,3
308,789,3,3
270,537,3,3
769,448,3,3
252,557,3,3
110,601,3,3
934,319,3,3
832,115,3,3
849,498,3,3
487,883,3,3
447,513,3,3
878,926,3,3
142,247,3,3
145,178,3,3
874,629,3,3
400,921,3,3
338,512,3,3
287,513,3,3
929,184,3,3
737,435,3,3
251,227,3,3
810,484,3,3
920,278,3,3
917,233,3,3
190,821,3,3
115,973,3,3
173,423,3,3
230,493,3,3
387,305,3,3
256,1641,3,4
706,8668,3,4
491,3625,3,4
194,2842,3,4
200,7721,3,4
542,6886,3,4
293,9689,3,4
531,4937,3,4
219,2354,3,4
1000,5450,3,4
162,7127,3,4
320,1105,3,4
729,6483,3,4
728,10000,3,4
610,5301,3,4
668,5512,3,4
524,8638,3,4
129,7879,3,4
824,1748,3,4
470,5201,3,4
220,1684,3,4
569,9407,3,4
781,9942,3,4
505,7796,3,4
595,8156,3,4
262,6678,3,4
332,7863,3,4
716,2782,3,4
678,5282,3,4
738,7036,3,4
381,6818,3,4
436,8015,3,4
198,9581,3,4
524,9107,3,4
973,6246,3,4
150,7549,3,4
247,1094,3,4
790,8711,3,4
659,4759,3,4
213,6794,3,4
212,8310,3,4
361,9025,3,4
478,4000,3,4
175,5419,3,4
856,7004,3,4
450,3333,3,4
701,1574,3,4
419,2113,3,4
929,6132,3,4
561,4016,3,4
264,3293,3,4
153,1693,3,4
483,4012,3,4
389,7542,3,4
691,1695,3,4
569,8901,3,4
339,6243,3,4
116,5880,3,4
552,1395,3,4
673,2650,3,4
423,8943,3,4
903,2458,3,4
544,1782,3,4
382,6654,3,4
619,4219,3,4
527,5123,3,4
423,7030,3,4
736,3857,3,4
722,1756,3,4
399,2779,3,4
245,9440,3,4
180,7964,3,4
166,2634,3,4
218,8631,3,4
712,5719,3,4
564,8472,3,4
397,9002,3,4
121,6908,3,4
638,5448,3,4
698,7090,3,4
337,6668,3,4
827,1198,3,4
842,9017,3,4
853,1890,3,4
965,2233,3,4
306,3082,3,4
270,7965,3,4
199,9545,3,4
380,3400,3,4
392,6194,3,4
133,5866,3,4
797,5288,3,4
598,9088,3,4
603,7374,3,4
702,2496,3,4
212,8168,3,4
123,7072,3,4
196,2040,3,4
682,4930,3,4
365,9128,3,4
973,44850,3,5
696,44888,3,5
886,76211,3,5
395,81326,3,5
925,60458,3,5
681,58779,3,5
730,42304,3,5
503,11867,3,5
687,39769,3,5
470,24734,3,5
381,92935,3,5
417,85583,3,5
220,28650,3,5
735,81252,3,5
697,68477,3,5
370,95243,3,5
471,43401,3,5
497,44516,3,5
722,53455,3,5
155,92537,3,5
705,59045,3,5
704,17430,3,5
149,22858,3,5
854,11021,3,5
324,14409,3,5
125,69578,3,5
959,55085,3,5
108,59936,3,5
237,71285,3,5
891,13879,3,5
859,36298,3,5
753,85475,3,5
776,55828,3,5
711,66009,3,5
274,90123,3,5
505,83640,3,5
379,41960,3,5
314,79924,3,5
977,48295,3,5
656,33502,3,5
871,90744,3,5
345,31997,3,5
270,71298,3,5
532,68654,3,5
979,64733,3,5
719,35904,3,5
245,48097,3,5
883,74050,3,5
457,34025,3,5
506,33915,3,5
628,79981,3,5
375,75029,3,5
115,81786,3,5
443,47406,3,5
664,53960,3,5
870,64267,3,5
304,21981,3,5
948,97895,3,5
326,33943,3,5
680,89996,3,5
975,27776,3,5
626,54688,3,5
268,16293,3,5
388,38871,3,5
904,25053,3,5
540,86881,3,5
487,29138,3,5
871,21523,3,5
370,15635,3,5
426,19040,3,5
202,31899,3,5
369,78603,3,5
150,76769,3,5
773,47820,3,5
130,75359,3,5
440,74383,3,5
540,50822,3,5
570,70918,3,5
706,26890,3,5
970,25049,3,5
459,16970,3,5
111,42548,3,5
646,27778,3,5
803,48578,3,5
185,36928,3,5
295,36611,3,5
805,21215,3,5
946,83614,3,5
907,77473,3,5
316,12708,3,5
593,16749,3,5
171,55336,3,5
704,50783,3,5
313,84900,3,5
900,78930,3,5
505,65506,3,5
686,74564,3,5
541,60407,3,5
829,65408,3,5
520,11748,3,5
711,155641,3,6
923,399751,3,6
208,111913,3,6
265,819547,3,6
336,905168,3,6
283,362411,3,6
693,145800,3,6
621,373749,3,6
659,513786,3,6
458,536806,3,6
402,427693,3,6
419,966525,3,6
557,146926,3,6
702,246861,3,6
280,704924,3,6
512,644956,3,6
691,970165,3,6
591,738972,3,6
514,859919,3,6
245,671522,3,6
607,127416,3,6
181,539358,3,6
939,364009,3,6
805,222526,3,6
811,159877,3,6
623,676533,3,6
506,414384,3,6
287,181290,3,6
696,228328,3,6
539,452249,3,6
828,611159,3,6
617,624047,3,6
622,599935,3,6
707,777014,3,6
726,125167,3,6
386,471746,3,6
335,927347,3,6
920,801624,3,6
658,365735,3,6
238,366627,3,6
112,556455,3,6
989,395319,3,6
820,373035,3,6
613,726094,3,6
295,797973,3,6
862,684774,3,6
646,140343,3,6
331,989048,3,6
467,501063,3,6
584,685781,3,6
902,148840,3,6
702,432088,3,6
418,185231,3,6
912,139312,3,6
465,324634,3,6
716,530533,3,6
635,483295,3,6
549,974923,3,6
653,621911,3,6
513,736462,3,6
726,435437,3,6
547,600389,3,6
873,250931,3,6
755,404115,3,6
361,238340,3,6
769,746797,3,6
517,159603,3,6
308,230064,3,6
412,207384,3,6
945,559922,3,6
770,739848,3,6
424,723031,3,6
682,495478,3,6
666,158713,3,6
467,662662,3,6
125,565356,3,6
212,718323,3,6
771,558323,3,6
369,869745,3,6
628,663236,3,6
749,652178,3,6
806,805508,3,6
862,776857,3,6
757,168064,3,6
317,351923,3,6
722,853127,3,6
807,238407,3,6
751,215937,3,6
991,987489,3,6
667,839262,3,6
779,896043,3,6
361,323631,3,6
244,870963,3,6
696,603527,3,6
746,867083,3,6
225,554839,3,6
697,439595,3,6
227,147172,3,6
453,743068,3,6
343,198505,3,6
221,7642299,3,7
585,8940606,3,7
457,5519204,3,7
740,4892236,3,7
686,8244393,3,7
571,3077590,3,7
697,1216491,3,7
985,3242036,3,7
314,8081639,3,7
974,1624191,3,7
791,3266869,3,7
475,3732563,3,7
686,7327599,3,7
478,1011133,3,7
122,9976510,3,7
208,3994468,3,7
199,4004746,3,7
649,1794718,3,7
256,2135475,3,7
854,7348727,3,7
172,5163201,3,7
952,4616618,3,7
338,7753431,3,7
402,4358271,3,7
616,6613470,3,7
905,7322817,3,7
889,1141135,3,7
950,1874362,3,7
446,2138435,3,7
907,9487067,3,7
453,5358139,3,7
957,6306751,3,7
644,8886157,3,7
546,3340397,3,7
517,4870473,3,7
597,9362355,3,7
966,2354306,3,7
326,1392804,3,7
335,9567246,3,7
795,7921374,3,7
710,4683040,3,7
557,2062594,3,7
149,1905285,3,7
866,2702531,3,7
842,7020889,3,7
941,2281993,3,7
320,1825758,3,7
869,1722816,3,7
129,1479688,3,7
804,3572010,3,7
546,4424334,3,7
964,6097506,3,7
525,5828632,3,7
800,4818492,3,7
646,5038314,3,7
928,8322658,3,7
420,3186225,3,7
546,8030952,3,7
823,8551547,3,7
836,2018394,3,7
174,2514097,3,7
759,1373663,3,7
609,8656120,3,7
764,1030426,3,7
726,4272295,3,7
113,6992322,3,7
162,5724343,3,7
886,8963518,3,7
817,9159440,3,7
818,5840896,3,7
510,8970772,3,7
123,6579825,3,7
483,2695882,3,7
477,2531390,3,7
914,5585731,3,7
581,8454755,3,7
627,7749192,3,7
917,8830157,3,7
428,1856510,3,7
612,3076556,3,7
607,5394763,3,7
877,8877324,3,7
649,8778401,3,7
536,8509425,3,7
750,8240845,3,7
143,2360675,3,7
171,7423216,3,7
721,5422874,3,7
362,7895673,3,7
283,1496279,3,7
792,1912161,3,7
697,9641227,3,7
373,5820740,3,7
923,3263340,3,7
558,7771435,3,7
784,6775050,3,7
928,9002248,3,7
192,3843508,3,7
189,7746889,3,7
879,4732777,3,7
731,22807553,3,8
804,14373555,3,8
384,71367594,3,8
639,56503773,3,8
394,25006255,3,8
149,89544927,3,8
389,23468723,3,8
863,50338317,3,8
495,63569286,3,8
433,44168940,3,8
707,33849970,3,8
557,36211473,3,8
995,85994996,3,8
752,61671220,3,8
234,94534629,3,8
761,29617189,3,8
567,71025125,3,8
733,42838197,3,8
919,30273145,3,8
959,41052633,3,8
647,29385506,3,8
387,11434773,3,8
824,40633731,3,8
182,64689705,3,8
805,56038727,3,8
344,96082969,3,8
249,41226293,3,8
514,28335084,3,8
860,51248151,3,8
492,67117599,3,8
550,28345021,3,8
458,66329704,3,8
432,90040390,3,8
580,43666989,3,8
317,10467370,3,8
858,46511971,3,8
517,95017183,3,8
395,69627064,3,8
370,64398272,3,8
770,81254718,3,8
860,37971579,3,8
592,50266340,3,8
448,72641798,3,8
280,32893008,3,8
760,31841695,3,8
660,33078579,3,8
670,30255814,3,8
552,54005151,3,8
881,58612696,3,8
411,44384632,3,8
123,43173713,3,8
982,59293202,3,8
596,44013131,3,8
362,77654205,3,8
166,75573060,3,8
491,55135709,3,8
324,24215538,3,8
163,56708591,3,8
865,58139409,3,8
257,23125277,3,8
309,85486533,3,8
218,35686537,3,8
256,68017296,3,8
778,60965493,3,8
536,93230132,3,8
580,77285381,3,8
313,79963295,3,8
748,57175281,3,8
448,67429153,3,8
677,10163750,3,8
414,46637471,3,8
471,37609108,3,8
442,84977001,3,8
308,69598138,3,8
537,31025465,3,8
975,33297649,3,8
885,63453425,3,8
614,28196934,3,8
288,12863670,3,8
534,22237028,3,8
566,63238875,3,8
135,62017119,3,8
173,10944530,3,8
743,35945347,3,8
290,81074956,3,8
175,20411921,3,8
401,18885516,3,8
329,98804818,3,8
611,82818120,3,8
708,89958996,3,8
726,80356345,3,8
505,79992340,3,8
277,42384295,3,8
253,49717648,3,8
685,88315785,3,8
258,99501385,3,8
145,58195821,3,8
627,26443735,3,8
315,67286445,3,8
578,40392759,3,8
348,420620728,3,9
160,894641993,3,9
288,713980332,3,9
364,670252759,3,9
361,405200784,3,9
155,726328232,3,9
746,967418746,3,9
837,901869575,3,9
761,549942314,3,9
779,355158752,3,9
151,570687046,3,9
897,322276441,3,9
398,427297893,3,9
561,268332129,3,9
412,953189760,3,9
131,858491467,3,9
316,234965126,3,9
814,542623751,3,9
209,692211814,3,9
728,401773692,3,9
372,637830748,3,9
270,404640418,3,9
340,346515291,3,9
437,167384257,3,9
256,804124990,3,9
435,576417016,3,9
702,849781314,3,9
324,965253176,3,9
332,610313462,3,9
357,480091605,3,9
194,372760200,3,9
784,771315587,3,9
797,925932052,3,9
752,695553918,3,9
738,796721542,3,9
828,386250523,3,9
317,415090205,3,9
566,515275475,3,9
864,807570706,3,9
189,318406636,3,9
197,205339027,3,9
181,352888111,3,9
465,952940041,3,9
691,549190014,3,9
640,992635303,3,9
385,160094400,3,9
372,902288643,3,9
465,672624598,3,9
961,466060043,3,9
999,112935558,3,9
982,232027508,3,9
295,191838235,3,9
646,937108907,3,9
257,325225501,3,9
652,249657936,3,9
943,211379996,3,9
985,137011516,3,9
459,238606320,3,9
540,517001654,3,9
174,556137344,3,9
846,949390114,3,9
973,636416557,3,9
741,594076819,3,9
423,396166503,3,9
597,418906376,3,9
940,617752962,3,9
573,441663270,3,9
870,939710859,3,9
219,506874139,3,9
875,487604401,3,9
588,763186971,3,9
911,378023585,3,9
136,252602810,3,9
781,150673662,3,9
584,110147349,3,9
517,630637007,3,9
771,560436710,3,9
831,479233178,3,9
261,196475638,3,9
816,307390920,3,9
200,828238975,3,9
925,808465279,3,9
450,252502071,3,9
264,151761866,3,9
739,652308360,3,9
282,790501035,3,9
587,149245582,3,9
832,458020647,3,9
702,812129092,3,9
773,765314240,3,9
269,220999452,3,9
809,609278959,3,9
858,532942774,3,9
482,607817896,3,9
630,549331414,3,9
897,758708105,3,9
859,295430169,3,9
133,965826690,3,9
850,317480030,3,9
272,924805124,3,9
981,9876685549,3,10
782,2197761460,3,10
233,2421092449,3,10
227,9503057512,3,10
365,7827983480,3,10
815,5644377447,3,10
206,8978682226,3,10
245,3404031566,3,10
554,7487137734,3,10
557,1419531186,3,10
480,2806183276,3,10
617,1447003934,3,10
747,6769937400,3,10
405,3843681949,3,10
358,6263696153,3,10
349,1784584964,3,10
785,2020231991,3,10
810,7267697689,3,10
710,6968440182,3,10
985,5666022691,3,10
605,4736441800,3,10
773,2905796108,3,10
344,5014454258,3,10
515,1944181869,3,10
651,9030451212,3,10
322,6484916908,3,10
272,3791675576,3,10
914,7695711876,3,10
203,5470522103,3,10
406,6182208267,3,10
881,5614284641,3,10
253,3674522385,3,10
848,2396484363,3,10
633,2039612591,3,10
710,6452731245,3,10
113,6883975267,3,10
380,3117188514,3,10
141,6254744891,3,10
522,8749808884,3,10
751,4114235503,3,10
284,2317820981,3,10
523,1805098101,3,10
996,4876718336,3,10
360,3718463666,3,10
431,2255568517,3,10
349,3019459630,3,10
808,8362299248,3,10
897,7379658313,3,10
642,1273275292,3,10
894,6458554177,3,10
570,5281599333,3,10
156,3873531490,3,10
920,2371407691,3,10
299,8812502708,3,10
480,9910125319,3,10
357,8159264630,3,10
358,4830186448,3,10
449,9239867810,3,10
185,8719295062,3,10
813,5097313723,3,10
823,9712599580,3,10
880,7904008822,3,10
963,2471342268,3,10
962,3567110341,3,10
710,7006365250,3,10
583,2698636942,3,10
253,3369654993,3,10
848,9963182865,3,10
793,2433871462,3,10
554,5727634228,3,10
640,1387294248,3,10
812,4404872645,3,10
246,6991375071,3,10
288,7056300383,3,10
328,5224556139,3,10
671,7659612495,3,10
473,6506030344,3,10
730,6412547521,3,10
405,1927289892,3,10
703,1675199444,3,10
970,5126400951,3,10
315,8363931657,3,10
171,7009356722,3,10
915,2736036402,3,10
217,5272789628,3,10
590,5315446227,3,10
403,4425013201,3,10
682,2176449076,3,10
137,5820598217,3,10
347,3815696552,3,10
344,5173535255,3,10
448,8653087204,3,10
655,2709501465,3,10
604,5646461694,3,10
571,7089875020,3,10
751,3816257653,3,10
147,9024696329,3,10
101,7634047004,3,10
792,6916569299,3,10
714,9472770951,3,10
9613,9,4,1
9679,2,4,1
1895,1,4,1
1667,10,4,1
5386,1,4,1
6804,9,4,1
6644,4,4,1
6218,7,4,1
1891,2,4,1
2860,4,4,1
9193,6,4,1
2123,7,4,1
5440,7,4,1
2838,3,4,1
4013,1,4,1
2242,9,4,1
6602,5,4,1
6578,2,4,1
9999,4,4,1
9616,4,4,1
8244,5,4,1
7495,4,4,1
1143,4,4,1
8628,9,4,1
7560,3,4,1
1795,1,4,1
5907,4,4,1
9547,9,4,1
3299,1,4,1
5506,5,4,1
5976,6,4,1
4431,8,4,1
3353,1,4,1
8962,10,4,1
9834,2,4,1
5652,1,4,1
6993,4,4,1
3266,7,4,1
8191,9,4,1
6589,5,4,1
